name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Odeluga Offiah,DEF,Brighton,0.0,0,0,0,0,0.0,139,0.0,0.0,0.0,0.0,54,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,6,0,0,0,0.0,6,0,9888,0,2,4,0.0,0,-913.0,0.0,913.0,40.0,False,0.0,6.0
Lino da Cruz Sousa,DEF,Aston Villa,0.0,0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,56,0,0,0.0,0.0,2024-09-29T13:00:00Z,0,False,10,0,0,0,0.0,6,0,9928,0,2,2,0.0,0,-877.0,0.0,877.0,40.0,False,0.0,6.0
Amario Cozier-Duberry,MID,Brighton,0.0,0,0,0,0,0.0,118,0.0,0.0,0.0,0.0,54,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,6,0,0,0,0.0,6,0,5695,0,2,4,0.0,0,-1196.0,0.0,1196.0,45.0,False,0.0,6.0
Emerson Leite de Souza Junior,DEF,Spurs,0.0,0,0,0,0,0.0,487,0.0,0.0,0.0,0.0,57,0,0,0.0,0.0,2024-09-29T15:30:00Z,0,False,14,0,0,0,0.0,6,0,1207,0,3,0,0.0,0,-76.0,0.0,76.0,45.0,False,0.0,6.0
Kai Havertz,FWD,Arsenal,4.8,0,0,25,0,8.5,4,0.04,1.93,1.89,0.32,51,2,1,14.4,35.6,2024-09-28T14:00:00Z,90,False,11,0,0,0,0.0,6,0,1961057,1,2,4,100.0,6,201708.0,419703.0,217995.0,82.0,True,0.0,6.0
Scott Carson,GK,Man City,0.5,0,0,0,0,0.0,344,0.0,0.0,0.0,0.0,58,0,0,0.0,0.0,2024-09-28T11:30:00Z,0,False,15,0,0,0,0.0,6,0,21515,0,1,1,0.0,0,-37.0,1328.0,1365.0,40.0,False,0.0,6.0
Ethan Brierley,MID,Brentford,0.0,0,0,0,0,0.0,87,0.0,0.0,0.0,0.0,53,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,19,0,0,0,0.0,6,0,10001,0,1,1,0.0,0,-258.0,824.0,1082.0,45.0,True,0.0,6.0
Andrey Nascimento dos Santos,MID,Chelsea,0.0,0,0,0,0,0.0,150,0.0,0.0,0.0,0.0,54,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,5,0,0,0,0.0,6,0,419,0,2,4,0.0,0,-31.0,0.0,31.0,45.0,True,0.0,6.0
Rico Henry,DEF,Brentford,0.0,0,0,0,0,0.0,92,0.0,0.0,0.0,0.0,53,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,19,0,0,0,0.0,6,0,4118,0,1,1,0.0,0,-419.0,69.0,488.0,44.0,True,0.0,6.0
Mateusz Lis,GK,Southampton,0.0,0,0,0,0,0.0,465,0.0,0.0,0.0,0.0,52,0,0,0.0,0.0,2024-09-30T19:00:00Z,0,False,3,0,0,0,0.0,6,0,14847,0,1,3,0.0,0,-2769.0,0.0,2769.0,40.0,False,0.0,6.0
Yoane Wissa,FWD,Brentford,0.0,0,0,0,0,0.0,110,0.0,0.0,0.0,0.0,53,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,19,0,0,0,0.0,6,0,291187,0,1,1,0.0,0,-208267.0,1851.0,210118.0,60.0,True,0.0,6.0
Daniel Iversen,GK,Leicester,-1.5,0,0,0,0,0.0,294,0.0,0.0,0.0,0.0,51,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,1,0,0,0,0.0,6,0,69678,0,2,4,0.0,0,-1395.0,4859.0,6254.0,40.0,False,0.0,6.0
Mads Hermansen,GK,Leicester,1.2,0,0,19,0,0.0,293,0.0,0.0,0.0,4.6,51,4,0,9.0,89.6,2024-09-28T14:00:00Z,90,False,1,0,0,0,0.0,6,13,52427,1,2,4,0.0,4,-4615.0,2312.0,6927.0,45.0,False,0.0,6.0
Rob Holding,DEF,Crystal Palace,0.0,0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,55,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,8,0,0,0,0.0,6,0,9137,0,1,2,0.0,0,-364.0,187.0,551.0,44.0,False,0.0,6.0
Ismaïla Sarr,MID,Crystal Palace,1.8,0,0,1,0,0.9,585,0.0,0.0,0.0,0.14,55,0,0,0.1,0.4,2024-09-28T14:00:00Z,28,False,8,0,0,0,0.0,6,0,20896,0,1,2,0.0,1,-792.0,1817.0,2609.0,58.0,False,0.0,6.0
Jarrod Bowen,MID,West Ham,3.0,0,0,9,0,40.6,514,0.25,0.33,0.08,0.37,53,1,0,8.4,14.4,2024-09-28T14:00:00Z,90,False,4,0,0,0,0.0,6,0,600128,1,1,1,29.0,2,-56007.0,45438.0,101445.0,75.0,False,0.0,6.0
Mark O’Mahony,FWD,Brighton,0.0,0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,54,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,6,0,0,0,0.0,6,0,43266,0,2,4,0.0,0,-5071.0,0.0,5071.0,45.0,False,0.0,6.0
Ryan Sessegnon,DEF,Fulham,0.0,0,0,0,0,0.0,579,0.0,0.0,0.0,0.0,59,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,16,0,0,0,0.0,6,0,14657,0,1,0,0.0,0,-930.0,343.0,1273.0,43.0,False,0.0,6.0
Josh Dasilva,MID,Brentford,0.0,0,0,0,0,0.0,90,0.0,0.0,0.0,0.0,53,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,19,0,0,0,0.0,6,0,509,0,1,1,0.0,0,-23.0,14.0,37.0,49.0,True,0.0,6.0
Jadon Sancho,MID,Chelsea,4.0,2,1,31,0,15.5,386,0.22,0.3,0.08,0.88,54,2,0,4.7,22.8,2024-09-28T14:00:00Z,70,False,5,0,0,0,0.0,6,0,152252,1,2,4,9.0,9,63823.0,81203.0,17380.0,63.0,True,0.0,6.0
Sam Johnstone,GK,Wolves,1.2,0,0,12,0,0.0,204,0.0,0.0,0.0,2.54,60,2,0,3.6,35.6,2024-09-28T16:30:00Z,90,False,12,0,0,0,0.0,6,4,47561,1,2,1,0.0,2,-1655.0,3942.0,5597.0,44.0,True,0.0,6.0
Jonny Evans,DEF,Man Utd,0.2,0,0,0,0,0.0,371,0.0,0.0,0.0,0.0,57,0,0,0.0,0.0,2024-09-29T15:30:00Z,0,False,18,0,0,0,0.0,6,0,11176,0,3,0,0.0,0,-564.0,271.0,835.0,44.0,True,0.0,6.0
Mohamed Salah,MID,Liverpool,9.3,0,3,32,0,23.6,328,0.05,1.37,1.32,0.63,60,1,1,12.7,45.6,2024-09-28T16:30:00Z,90,False,20,0,0,0,0.0,6,0,4487999,1,2,1,58.0,10,-432418.0,98029.0,530447.0,128.0,False,0.0,6.0
Federico Chiesa,MID,Liverpool,0.7,0,0,0,0,0.0,636,0.0,0.0,0.0,0.0,60,0,0,0.0,0.0,2024-09-28T16:30:00Z,0,False,20,0,0,0,0.0,6,0,31432,0,2,1,0.0,0,-1754.0,5400.0,7154.0,70.0,False,0.0,6.0
Timothy Castagne,DEF,Fulham,0.0,0,0,0,0,0.0,244,0.0,0.0,0.0,0.0,59,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,16,0,0,0,0.0,6,0,122437,0,1,0,0.0,0,-13179.0,2511.0,15690.0,43.0,False,0.0,6.0
Tariq Lamptey,DEF,Brighton,0.0,0,0,0,0,0.0,131,0.0,0.0,0.0,0.0,54,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,6,0,0,0,0.0,6,0,18497,0,2,4,0.0,0,-1045.0,650.0,1695.0,45.0,False,0.0,6.0
Ola Aina,DEF,Nott'm Forest,3.3,0,0,10,0,17.0,422,0.31,0.31,0.0,1.33,59,1,0,4.3,26.2,2024-09-28T14:00:00Z,90,False,9,0,0,0,0.0,6,0,639123,1,1,0,0.0,2,126961.0,226576.0,99615.0,45.0,True,0.0,6.0
Taiwo Awoniyi,FWD,Nott'm Forest,0.3,0,0,1,0,1.3,424,0.01,0.17,0.16,0.35,59,0,0,1.1,0.0,2024-09-28T14:00:00Z,45,False,9,0,0,0,0.0,6,0,41395,1,1,0,12.0,1,-3022.0,3231.0,6253.0,57.0,True,0.0,6.0
Leandro Trossard,MID,Arsenal,5.8,1,2,38,0,31.8,23,0.12,1.23,1.11,0.32,51,2,1,13.8,45.2,2024-09-28T14:00:00Z,90,False,11,0,0,0,0.0,6,0,164588,1,2,4,61.0,12,-16370.0,18018.0,34388.0,69.0,True,0.0,6.0
Jacob Greaves,DEF,Ipswich,2.2,0,0,4,0,0.8,270,0.0,0.0,0.0,0.82,56,2,0,1.3,12.0,2024-09-29T13:00:00Z,90,False,2,0,0,0,0.0,6,0,548241,1,2,2,0.0,0,289380.0,341438.0,52058.0,40.0,True,1.0,6.0
Issa Kaboré,DEF,Man City,0.0,0,0,0,0,0.0,626,0.0,0.0,0.0,0.0,58,0,0,0.0,0.0,2024-09-28T11:30:00Z,0,False,15,0,0,0,0.0,6,0,701,0,1,1,0.0,0,-82.0,0.0,82.0,45.0,False,0.0,6.0
Alfie Whiteman,GK,Spurs,0.0,0,0,0,0,0.0,510,0.0,0.0,0.0,0.0,57,0,0,0.0,0.0,2024-09-29T15:30:00Z,0,False,14,0,0,0,0.0,6,0,161246,0,3,0,0.0,0,-2011.0,3470.0,5481.0,40.0,False,0.0,6.0
Séamus Coleman,DEF,Everton,0.0,0,0,0,0,0.0,221,0.0,0.0,0.0,0.0,55,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,7,0,0,0,0.0,6,0,3205,0,1,2,0.0,0,-441.0,26.0,467.0,44.0,True,0.0,6.0
Fabian Schär,DEF,Newcastle,2.0,0,0,3,0,0.9,415,0.04,0.12,0.08,0.91,58,1,0,2.1,14.4,2024-09-28T11:30:00Z,90,False,13,0,0,0,0.0,6,0,108569,1,1,1,6.0,1,-12231.0,4965.0,17196.0,54.0,True,1.0,6.0
Nicolas Jackson,FWD,Chelsea,7.0,1,0,15,0,10.7,180,0.06,1.43,1.37,0.97,54,2,0,7.5,18.2,2024-09-28T14:00:00Z,78,False,5,0,0,0,0.0,6,0,1599514,1,2,4,46.0,5,812718.0,927970.0,115252.0,78.0,True,0.0,6.0
Joe White,MID,Newcastle,0.0,0,0,0,0,0.0,419,0.0,0.0,0.0,0.0,58,0,0,0.0,0.0,2024-09-28T11:30:00Z,0,False,13,0,0,0,0.0,6,0,23410,0,1,1,0.0,0,-2901.0,0.0,2901.0,45.0,True,0.0,6.0
Jamie Vardy,FWD,Leicester,2.2,0,0,5,0,12.8,306,0.01,0.01,0.0,4.6,51,4,0,2.1,8.2,2024-09-28T14:00:00Z,90,False,1,0,0,0,0.0,6,0,1095232,1,2,4,0.0,1,-116595.0,135051.0,251646.0,57.0,False,1.0,6.0
Miguel Almirón Rejala,MID,Newcastle,-0.3,0,0,0,0,0.0,391,0.0,0.0,0.0,0.0,58,0,0,0.0,0.0,2024-09-28T11:30:00Z,0,False,13,0,0,0,0.0,6,0,48972,0,1,1,0.0,0,-6958.0,1892.0,8850.0,57.0,True,0.0,6.0
James Garner,MID,Everton,1.3,0,0,2,0,0.0,223,0.0,0.0,0.0,0.03,55,0,0,0.0,0.0,2024-09-28T14:00:00Z,7,False,7,0,0,0,0.0,6,0,1871,0,1,2,0.0,1,46.0,198.0,152.0,50.0,True,0.0,6.0
Marcus Tavernier,MID,Bournemouth,3.5,1,0,18,0,25.6,83,0.11,0.15,0.04,0.58,52,1,0,5.7,22.4,2024-09-30T19:00:00Z,75,False,17,0,0,0,0.0,6,0,46358,1,1,3,9.0,4,9278.0,16276.0,6998.0,55.0,True,1.0,6.0
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0.0,37,0.0,0.0,0.0,0.0,56,0,0,0.0,0.0,2024-09-29T13:00:00Z,0,False,10,0,0,0,0.0,6,0,249,0,2,2,0.0,0,-7.0,0.0,7.0,50.0,False,0.0,6.0
Viljami Sinisalo,GK,Aston Villa,0.0,0,0,0,0,0.0,55,0.0,0.0,0.0,0.0,56,0,0,0.0,0.0,2024-09-29T13:00:00Z,0,False,10,0,0,0,0.0,6,0,105,0,2,2,0.0,0,-10.0,0.0,10.0,40.0,False,0.0,6.0
Omari Kellyman,MID,Chelsea,0.0,0,0,0,0,0.0,173,0.0,0.0,0.0,0.0,54,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,5,0,0,0,0.0,6,0,3377,0,2,4,0.0,0,-512.0,55.0,567.0,45.0,True,0.0,6.0
Daniel Castelo Podence,MID,Wolves,0.0,0,0,0,0,0.0,562,0.0,0.0,0.0,0.0,60,0,0,0.0,0.0,2024-09-28T16:30:00Z,0,False,12,0,0,0,0.0,6,0,3137,0,2,1,0.0,0,-407.0,0.0,407.0,55.0,True,0.0,6.0
Martial Godo,MID,Fulham,0.0,0,0,0,0,0.0,605,0.0,0.0,0.0,0.0,59,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,16,0,0,0,0.0,6,0,3927,0,1,0,0.0,0,-41.0,386.0,427.0,45.0,False,0.0,6.0
Harrison Reed,MID,Fulham,0.3,0,0,3,0,0.3,254,0.0,0.0,0.0,0.15,59,0,0,0.3,2.2,2024-09-28T14:00:00Z,7,False,16,0,0,0,0.0,6,0,4189,0,1,0,0.0,0,-242.0,196.0,438.0,49.0,False,1.0,6.0
Guido Rodríguez,MID,West Ham,1.3,0,0,11,0,13.3,588,0.02,0.03,0.01,0.37,53,1,0,3.7,22.4,2024-09-28T14:00:00Z,90,False,4,0,0,0,0.0,6,0,8095,1,1,1,1.0,2,-509.0,351.0,860.0,50.0,False,0.0,6.0
Will Alves,MID,Leicester,-1.5,0,0,0,0,0.0,606,0.0,0.0,0.0,0.0,51,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,1,0,0,0,0.0,6,0,11188,0,2,4,0.0,0,-228.0,922.0,1150.0,45.0,False,0.0,6.0
Carlos Baleba,MID,Brighton,5.3,1,2,50,0,15.7,115,0.04,0.38,0.34,4.16,54,4,1,11.6,69.4,2024-09-28T14:00:00Z,90,False,6,0,0,0,0.0,6,0,7223,1,2,4,31.0,12,-235.0,947.0,1182.0,50.0,False,0.0,6.0
James Hill,DEF,Bournemouth,0.5,0,0,0,0,0.0,68,0.0,0.0,0.0,0.0,52,0,0,0.0,0.0,2024-09-30T19:00:00Z,0,False,17,0,0,0,0.0,6,0,38998,0,1,3,0.0,0,-304.0,2140.0,2444.0,40.0,True,0.0,6.0
David Datro Fofana,FWD,Chelsea,0.0,0,0,0,0,0.0,164,0.0,0.0,0.0,0.0,54,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,5,0,0,0,0.0,6,0,8797,0,2,4,0.0,0,-1230.0,0.0,1230.0,54.0,True,0.0,6.0
Ryan Fraser,MID,Southampton,0.5,0,0,6,0,0.3,397,0.0,0.02,0.02,0.97,52,3,0,1.2,4.2,2024-09-30T19:00:00Z,45,False,3,0,0,0,0.0,6,0,3407,1,1,3,7.0,1,-161.0,110.0,271.0,49.0,False,0.0,6.0
Ângelo Gabriel Borges Damaceno,MID,Chelsea,0.0,0,0,0,0,0.0,151,0.0,0.0,0.0,0.0,54,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,5,0,0,0,0.0,6,0,21443,0,2,4,0.0,0,-2732.0,0.0,2732.0,45.0,True,0.0,6.0
Nathan Patterson,DEF,Everton,0.0,0,0,0,0,0.0,234,0.0,0.0,0.0,0.0,55,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,7,0,0,0,0.0,6,0,1253,0,1,2,0.0,0,-107.0,39.0,146.0,44.0,True,0.0,6.0
Robin Olsen,GK,Aston Villa,0.5,0,0,0,0,0.0,51,0.0,0.0,0.0,0.0,56,0,0,0.0,0.0,2024-09-29T13:00:00Z,0,False,10,0,0,0,0.0,6,0,10710,0,2,2,0.0,0,-228.0,651.0,879.0,45.0,False,0.0,6.0
Mathias Jensen,MID,Brentford,0.0,0,0,0,0,0.0,95,0.0,0.0,0.0,0.0,53,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,19,0,0,0,0.0,6,0,8785,0,1,1,0.0,0,-1970.0,29.0,1999.0,54.0,True,0.0,6.0
Bart Verbruggen,GK,Brighton,2.0,0,0,-3,0,0.0,146,0.0,0.0,0.0,4.16,54,4,0,1.8,18.0,2024-09-28T14:00:00Z,90,False,6,0,0,0,0.0,6,2,208780,1,2,4,0.0,0,-21645.0,14905.0,36550.0,45.0,False,0.0,6.0
Dango Ouattara,MID,Bournemouth,3.5,0,1,31,0,1.2,74,0.02,0.44,0.42,0.53,52,1,1,6.7,36.6,2024-09-30T19:00:00Z,60,False,17,0,0,0,0.0,6,0,2451,1,1,3,29.0,8,-27.0,174.0,201.0,50.0,True,0.0,6.0
Emmanuel Dennis,FWD,Nott'm Forest,0.0,0,0,0,0,0.0,430,0.0,0.0,0.0,0.0,59,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,9,0,0,0,0.0,6,0,31153,0,1,0,0.0,0,1098.0,5566.0,4468.0,49.0,True,0.0,6.0
Yehor Yarmoliuk,MID,Brentford,1.0,0,0,2,0,18.3,111,0.02,0.06,0.04,0.11,53,0,0,3.3,7.2,2024-09-28T14:00:00Z,30,False,19,0,0,0,0.0,6,0,220131,0,1,1,7.0,0,-12514.0,7922.0,20436.0,45.0,True,1.0,6.0
Julián Álvarez,FWD,Man City,0.0,0,0,0,0,0.0,352,0.0,0.0,0.0,0.0,58,0,0,0.0,0.0,2024-09-28T11:30:00Z,0,False,15,0,0,0,0.0,6,0,11532,0,1,1,0.0,0,-360.0,0.0,360.0,70.0,False,0.0,6.0
Tyler Dibling,MID,Southampton,4.2,0,0,-1,0,20.2,608,0.16,0.18,0.02,1.29,52,3,0,2.7,2.0,2024-09-30T19:00:00Z,75,False,3,0,0,0,0.0,6,0,255378,1,1,3,5.0,1,201413.0,243649.0,42236.0,45.0,False,1.0,6.0
Paul Onuachu,FWD,Southampton,-0.5,0,0,0,0,0.0,470,0.0,0.0,0.0,0.0,52,0,0,0.0,0.0,2024-09-30T19:00:00Z,0,False,3,0,0,0,0.0,6,0,12457,0,1,3,0.0,0,181.0,1534.0,1353.0,49.0,False,0.0,6.0
Bobby Clark,MID,Liverpool,0.0,0,0,0,0,0.0,315,0.0,0.0,0.0,0.0,60,0,0,0.0,0.0,2024-09-28T16:30:00Z,0,False,20,0,0,0,0.0,6,0,2310,0,2,1,0.0,0,-282.0,0.0,282.0,45.0,False,0.0,6.0
Kieran Tierney,DEF,Arsenal,0.0,0,0,0,0,0.0,21,0.0,0.0,0.0,0.0,51,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,11,0,0,0,0.0,6,0,2623,0,2,4,0.0,0,-162.0,46.0,208.0,44.0,True,0.0,6.0
Orel Mangala,MID,Everton,1.7,0,0,15,0,1.8,651,0.01,0.01,0.0,0.92,55,1,0,1.8,15.8,2024-09-28T14:00:00Z,82,False,7,0,0,0,0.0,6,0,586,1,1,2,0.0,2,93.0,204.0,111.0,50.0,True,0.0,6.0
Darwin Núñez Ribeiro,FWD,Liverpool,2.5,0,0,0,0,0.0,316,0.0,0.0,0.0,0.0,60,0,0,0.0,0.0,2024-09-28T16:30:00Z,0,False,20,0,0,0,0.0,6,0,252440,0,2,1,0.0,0,9325.0,26941.0,17616.0,72.0,False,0.0,6.0
Josh Bowler,MID,Nott'm Forest,0.0,0,0,0,0,0.0,426,0.0,0.0,0.0,0.0,59,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,9,0,0,0,0.0,6,0,3655,0,1,0,0.0,0,-466.0,0.0,466.0,45.0,True,0.0,6.0
Sugawara Yukinari,DEF,Southampton,0.5,0,0,0,0,11.5,474,0.03,0.03,0.0,1.38,52,3,0,2.4,10.4,2024-09-30T19:00:00Z,90,False,3,0,0,0,0.0,6,0,30232,1,1,3,2.0,0,-1302.0,2209.0,3511.0,45.0,False,1.0,6.0
Aaron Wan-Bissaka,DEF,West Ham,1.7,0,0,8,0,14.0,388,0.06,0.08,0.02,0.37,53,1,0,3.3,10.8,2024-09-28T14:00:00Z,90,False,4,0,0,0,0.0,6,0,183004,1,1,1,8.0,2,-7194.0,8723.0,15917.0,45.0,False,0.0,6.0
Bobby De Cordova-Reid,MID,Leicester,-1.2,0,0,3,0,0.0,290,0.0,0.0,0.0,0.92,51,2,0,0.0,0.0,2024-09-28T14:00:00Z,1,False,1,0,0,0,0.0,6,0,8868,0,2,4,0.0,1,-1286.0,70.0,1356.0,53.0,False,0.0,6.0
Manuel Ugarte,MID,Man Utd,1.0,0,0,4,0,0.6,652,0.0,0.0,0.0,2.86,57,2,0,1.0,9.8,2024-09-29T15:30:00Z,71,False,18,0,0,0,0.0,6,0,10259,1,3,0,0.0,1,-648.0,1794.0,2442.0,50.0,True,1.0,6.0
Nathan Broadhead,MID,Ipswich,-0.5,0,0,0,0,0.0,262,0.0,0.0,0.0,0.0,56,0,0,0.0,0.0,2024-09-29T13:00:00Z,0,False,2,0,0,0,0.0,6,0,852,0,2,2,0.0,0,-3.0,78.0,81.0,49.0,True,0.0,6.0
Matheus Luiz Nunes,MID,Man City,0.8,0,0,0,0,0.0,356,0.0,0.0,0.0,0.0,58,0,0,0.0,0.0,2024-09-28T11:30:00Z,0,False,15,0,0,0,0.0,6,0,9168,0,1,1,0.0,0,-570.0,1014.0,1584.0,49.0,False,0.0,6.0
Jake O'Brien,DEF,Everton,0.0,0,0,0,0,0.0,582,0.0,0.0,0.0,0.0,55,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,7,0,0,0,0.0,6,0,19256,0,1,2,0.0,0,-1977.0,270.0,2247.0,48.0,True,0.0,6.0
Cameron Peupion,MID,Brighton,0.0,0,0,0,0,0.0,140,0.0,0.0,0.0,0.0,54,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,6,0,0,0,0.0,6,0,6274,0,2,4,0.0,0,-95.0,573.0,668.0,45.0,False,0.0,6.0
Felipe Rodrigues da Silva,DEF,Nott'm Forest,0.7,0,0,0,0,0.0,653,0.0,0.0,0.0,0.0,59,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,9,0,0,0,0.0,6,0,1163,0,1,0,0.0,0,12.0,125.0,113.0,45.0,True,0.0,6.0
Kosta Nedeljković,DEF,Aston Villa,0.5,0,0,0,0,0.0,50,0.0,0.0,0.0,0.0,56,0,0,0.0,0.0,2024-09-29T13:00:00Z,0,False,10,0,0,0,0.0,6,0,162186,0,2,2,0.0,0,-25606.0,4563.0,30169.0,40.0,False,0.0,6.0
Jay Stansfield,FWD,Fulham,0.0,0,0,0,0,0.0,256,0.0,0.0,0.0,0.0,59,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,16,0,0,0,0.0,6,0,5880,0,1,0,0.0,0,-745.0,0.0,745.0,50.0,False,0.0,6.0
Nikola Milenković,DEF,Nott'm Forest,3.0,0,0,9,0,0.7,573,0.0,0.14,0.14,1.33,59,1,0,2.5,14.0,2024-09-28T14:00:00Z,90,False,9,0,0,0,0.0,6,0,36733,1,1,0,10.0,2,7081.0,14450.0,7369.0,45.0,True,0.0,6.0
Sepp van den Berg,DEF,Brentford,1.3,0,0,7,0,3.8,338,0.04,0.08,0.04,0.99,53,1,0,2.9,19.6,2024-09-28T14:00:00Z,90,False,19,0,0,0,0.0,6,0,178201,1,1,1,6.0,2,66817.0,102512.0,35695.0,40.0,True,0.0,6.0
Kevin Mbabu,DEF,Fulham,0.0,0,0,0,0,0.0,250,0.0,0.0,0.0,0.0,59,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,16,0,0,0,0.0,6,0,28296,0,1,0,0.0,0,-3178.0,0.0,3178.0,40.0,False,0.0,6.0
Malang Sarr,DEF,Chelsea,0.0,0,0,0,0,0.0,176,0.0,0.0,0.0,0.0,54,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,5,0,0,0,0.0,6,0,325,0,2,4,0.0,0,-11.0,0.0,11.0,45.0,True,0.0,6.0
Jarrad Branthwaite,DEF,Everton,0.5,0,0,17,0,0.8,219,0.0,0.0,0.0,0.95,55,1,0,2.0,19.2,2024-09-28T14:00:00Z,90,False,7,0,0,0,0.0,6,0,77959,1,1,2,0.0,2,-4887.0,1649.0,6536.0,48.0,True,0.0,6.0
Ferdi Kadioglu,DEF,Brighton,0.3,0,0,-2,0,17.2,628,0.04,0.04,0.0,4.03,54,4,0,3.9,18.0,2024-09-28T14:00:00Z,70,False,6,0,0,0,0.0,6,0,17944,1,2,4,4.0,0,-1983.0,1817.0,3800.0,45.0,False,0.0,6.0
Mats Wieffer,MID,Brighton,0.7,0,0,5,0,11.9,149,0.01,0.01,0.0,3.85,54,4,0,2.1,9.0,2024-09-28T14:00:00Z,56,False,6,0,0,0,0.0,6,0,7980,1,2,4,0.0,1,-485.0,242.0,727.0,49.0,False,0.0,6.0
Kyle Walker,DEF,Man City,2.2,0,0,13,0,5.1,363,0.03,0.03,0.0,1.57,58,1,0,2.6,20.8,2024-09-28T11:30:00Z,90,False,15,0,0,0,0.0,6,0,521053,1,1,1,0.0,2,-19043.0,19637.0,38680.0,53.0,False,0.0,6.0
Shea Charles,MID,Southampton,0.0,0,0,0,0,0.0,458,0.0,0.0,0.0,0.0,52,0,0,0.0,0.0,2024-09-30T19:00:00Z,0,False,3,0,0,0,0.0,6,0,4736,0,1,3,0.0,0,-547.0,0.0,547.0,45.0,False,0.0,6.0
Samuel Edozie,MID,Southampton,0.0,0,0,0,0,0.0,459,0.0,0.0,0.0,0.0,52,0,0,0.0,0.0,2024-09-30T19:00:00Z,0,False,3,0,0,0,0.0,6,0,1586,0,1,3,0.0,0,-253.0,0.0,253.0,49.0,False,0.0,6.0
Robert Sánchez,GK,Chelsea,7.2,0,0,7,0,0.0,185,0.0,0.0,0.0,1.11,54,2,0,1.7,16.8,2024-09-28T14:00:00Z,90,False,5,0,0,0,0.0,6,4,1135966,1,2,4,0.0,2,419211.0,491217.0,72006.0,47.0,True,0.0,6.0
Sergio Reguilón,DEF,Spurs,0.0,0,0,0,0,0.0,496,0.0,0.0,0.0,0.0,57,0,0,0.0,0.0,2024-09-29T15:30:00Z,0,False,14,0,0,0,0.0,6,0,20767,0,3,0,0.0,0,-778.0,1147.0,1925.0,43.0,False,0.0,6.0
Asmir Begovic,GK,Everton,0.0,0,0,0,0,0.0,624,0.0,0.0,0.0,0.0,55,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,7,0,0,0,0.0,6,0,21353,0,1,2,0.0,0,3068.0,6527.0,3459.0,40.0,True,0.0,6.0
Conor Townsend,DEF,Ipswich,-0.5,0,0,0,0,0.0,583,0.0,0.0,0.0,0.0,56,0,0,0.0,0.0,2024-09-29T13:00:00Z,0,False,2,0,0,0,0.0,6,0,44012,0,2,2,0.0,0,-197.0,2369.0,2566.0,40.0,True,0.0,6.0
Ricardo Barbosa Pereira,DEF,Leicester,-1.5,0,0,0,0,0.0,302,0.0,0.0,0.0,0.0,51,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,1,0,0,0,0.0,6,0,14070,0,2,4,0.0,0,-798.0,645.0,1443.0,43.0,False,0.0,6.0
