name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Cieran Slicker,GK,Ipswich,0.0,0,0,0,0,0.0,280,0.0,0.0,0.0,0.0,314,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,6,0,0,0,0.0,32,0,68411,0,2,2,0.0,0,-1049.0,740.0,1789.0,39.0,False,0.0,32.0
Raheem Sterling,MID,Arsenal,0.0,0,0,0,0,0.0,186,0.0,0.0,0.0,0.0,311,0,0,0.0,0.0,2025-04-12T16:30:00Z,0,0,4,0,0,0,0.0,32,0,94472,0,1,1,0.0,0,252.0,536.0,284.0,67.0,True,0.0,32.0
Raúl Jiménez,FWD,Fulham,0.0,0,0,6,0,15.3,252,0.05,0.05,0.0,0.01,312,0,0,2.8,6.2,2025-04-14T19:00:00Z,33,0,3,0,0,0,0.0,32,0,640320,0,0,1,6.0,1,-52973.0,8061.0,61034.0,54.0,False,0.0,32.0
Bryan Gil Salvatierra,MID,Spurs,0.0,0,0,0,0,0.0,483,0.0,0.0,0.0,0.0,320,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,20,0,0,0,0.0,32,0,115,0,2,4,0.0,0,0.0,0.0,0.0,50.0,False,0.0,32.0
Myles Lewis-Skelly,MID,Arsenal,0.0,0,0,4,0,1.8,597,0.02,0.02,0.0,0.12,311,1,0,0.4,2.4,2025-04-12T16:30:00Z,28,0,4,0,0,0,0.0,32,0,41236,0,1,1,0.0,1,2041.0,5438.0,3397.0,45.0,True,0.0,32.0
Giovani Lo Celso,MID,Spurs,0.0,0,0,0,0,0.0,493,0.0,0.0,0.0,0.0,320,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,20,0,0,0,0.0,32,0,3049,0,2,4,0.0,0,-2.0,0.0,2.0,49.0,False,0.0,32.0
David Moyes,AM,Everton,0.0,0,0,0,0,0.0,742,0.0,0.0,0.0,0.0,318,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,1,16,0,0,0,0.0,32,0,11071,0,1,0,0.0,19,-1231.0,453.0,1684.0,5.0,False,0.0,32.0
Tawanda Chirewa,MID,Wolves,0.0,0,0,0,0,0.0,538,0.0,0.0,0.0,0.0,320,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,18,0,0,0,0.0,32,0,2525,0,2,4,0.0,0,-6.0,0.0,6.0,45.0,True,0.0,32.0
Cameron Humphreys,MID,Ipswich,0.0,0,0,0,0,0.0,273,0.0,0.0,0.0,0.0,314,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,6,0,0,0,0.0,32,0,1231,0,2,2,0.0,0,-8.0,0.0,8.0,45.0,False,0.0,32.0
Ashley Young,DEF,Everton,0.0,0,0,0,0,0.0,238,0.0,0.0,0.0,0.0,318,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,16,0,0,0,0.0,32,0,186048,0,1,0,0.0,0,-8260.0,1855.0,10115.0,43.0,False,0.0,32.0
Simon Rusk,AM,Southampton,0.0,0,0,0,0,0.0,748,0.0,0.0,0.0,0.0,319,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,2,0,0,0,0.0,32,0,258,0,3,0,0.0,0,-35.0,35.0,70.0,5.0,True,0.0,32.0
Arne Slot,AM,Liverpool,0.0,0,0,0,0,0.0,744,0.0,0.0,0.0,0.0,315,0,0,0.0,0.0,2025-04-13T13:00:00Z,0,0,19,0,0,0,0.0,32,0,114665,0,1,2,0.0,8,-7183.0,1285.0,8468.0,15.0,True,0.0,32.0
James Bree,DEF,Southampton,0.0,0,0,0,0,0.0,457,0.0,0.0,0.0,0.0,319,0,0,0.0,0.0,2025-04-12T14:00:00Z,0,0,2,0,0,0,0.0,32,0,38434,0,3,0,0.0,0,-765.0,217.0,982.0,39.0,True,0.0,32.0
Welington Damascena Santos,DEF,Southampton,0.3,0,0,5,0,0.8,718,0.0,0.03,0.03,0.0,330,0,0,0.7,2.0,2025-04-19T14:00:00Z,5,0,19,0,0,0,0.0,33,0,1433,0,1,1,4.0,1,9.0,76.0,67.0,40.0,False,0.0,33.0
Alex Scott,MID,Bournemouth,1.5,0,0,2,0,0.7,77,0.0,0.03,0.03,0.13,323,0,0,1.0,5.6,2025-04-19T14:00:00Z,45,0,7,0,0,0,0.0,33,0,3404,1,0,0,4.0,0,62.0,136.0,74.0,47.0,False,1.0,33.0
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0.5,0,0,0,0,0.0,427,0.0,0.0,0.0,0.0,329,0,0,0.0,0.0,2025-04-21T19:00:00Z,0,0,18,0,0,0,0.0,33,0,15762,0,2,1,0.0,0,-75.0,148.0,223.0,41.0,False,0.0,33.0
Tomiyasu Takehiro,DEF,Arsenal,0.0,0,0,0,0,0.0,22,0.0,0.0,0.0,0.0,326,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,10,0,0,0,0.0,33,0,3772,0,4,0,0.0,0,-2.0,24.0,26.0,48.0,False,0.0,33.0
Tomiyasu Takehiro,DEF,Arsenal,0.0,0,0,0,0,0.0,22,0.0,0.0,0.0,0.0,331,0,0,0.0,0.0,2025-04-23T19:00:00Z,0,0,7,0,0,0,0.0,33,0,3772,0,2,2,0.0,0,-2.0,24.0,26.0,48.0,True,0.0,33.0
Malcolm Ebiowei,MID,Crystal Palace,0.0,0,0,0,0,0.0,197,0.0,0.0,0.0,0.0,323,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,3,0,0,0,0.0,33,0,240,0,0,0,0.0,0,0.0,0.0,0.0,45.0,True,0.0,33.0
Malcolm Ebiowei,MID,Crystal Palace,0.0,0,0,0,0,0.0,197,0.0,0.0,0.0,0.0,331,0,0,0.0,0.0,2025-04-23T19:00:00Z,0,0,1,0,0,0,0.0,33,0,240,0,2,2,0.0,0,0.0,0.0,0.0,45.0,False,0.0,33.0
Ben Brereton Díaz,MID,Southampton,0.0,0,0,0,0,0.0,584,0.0,0.0,0.0,0.0,330,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,19,0,0,0,0.0,33,0,14328,0,1,1,0.0,0,-56.0,0.0,56.0,48.0,False,0.0,33.0
Pau Torres,DEF,Aston Villa,2.6,0,0,0,0,0.0,52,0.0,0.0,0.0,0.0,321,0,0,0.0,0.0,2025-04-19T16:30:00Z,0,0,15,0,0,0,0.0,33,0,93246,0,1,4,0.0,0,476.0,4133.0,3657.0,42.0,True,0.0,33.0
Pau Torres,DEF,Aston Villa,2.6,0,0,7,0,10.7,52,0.01,0.01,0.0,1.33,336,2,0,2.5,10.0,2025-04-22T19:00:00Z,90,0,13,0,0,0,0.0,33,0,93246,1,1,2,4.0,1,476.0,4133.0,3657.0,42.0,False,0.0,33.0
Joel Ward,DEF,Crystal Palace,-0.6,0,0,0,0,0.0,215,0.0,0.0,0.0,0.0,323,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,3,0,0,0,0.0,33,0,8437,0,0,0,0.0,0,48.0,143.0,95.0,43.0,True,0.0,33.0
Joel Ward,DEF,Crystal Palace,-0.6,0,0,0,0,0.0,215,0.0,0.0,0.0,0.0,331,0,0,0.0,0.0,2025-04-23T19:00:00Z,0,0,1,0,0,0,0.0,33,0,8437,0,2,2,0.0,0,48.0,143.0,95.0,43.0,False,0.0,33.0
Antonín Kinsky,GK,Spurs,-0.5,0,0,0,0,0.0,716,0.0,0.0,0.0,0.0,329,0,0,0.0,0.0,2025-04-21T19:00:00Z,0,0,16,0,0,0,0.0,33,0,15396,0,2,1,0.0,0,-704.0,230.0,934.0,41.0,True,0.0,33.0
Will Lankshear,FWD,Spurs,0.0,0,0,0,0,0.0,609,0.0,0.0,0.0,0.0,329,0,0,0.0,0.0,2025-04-21T19:00:00Z,0,0,16,0,0,0,0.0,33,0,114884,0,2,1,0.0,0,-1882.0,0.0,1882.0,45.0,True,0.0,33.0
Hwang Hee-chan,MID,Wolves,0.2,0,0,0,0,0.0,550,0.0,0.0,0.0,0.0,328,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,14,0,0,0,0.0,33,0,29299,0,1,0,0.0,0,-1144.0,165.0,1309.0,61.0,False,0.0,33.0
Mikey Moore,MID,Spurs,-0.5,0,0,0,0,0.0,610,0.0,0.0,0.0,0.0,329,0,0,0.0,0.0,2025-04-21T19:00:00Z,0,0,16,0,0,0,0.0,33,0,22188,0,2,1,0.0,0,-255.0,43.0,298.0,45.0,True,0.0,33.0
Hákon Valdimarsson,GK,Brentford,0.0,0,0,0,0,0.0,109,0.0,0.0,0.0,0.0,322,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,5,0,0,0,0.0,33,0,392899,0,2,4,0.0,0,-9684.0,4894.0,14578.0,39.0,True,0.0,33.0
Alex Paulsen,GK,Bournemouth,0.0,0,0,0,0,0.0,75,0.0,0.0,0.0,0.0,323,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,7,0,0,0,0.0,33,0,2024,0,0,0,0.0,0,-23.0,0.0,23.0,40.0,False,0.0,33.0
João Victor Gomes da Silva,MID,Wolves,2.2,0,0,10,1,7.1,553,0.03,0.03,0.0,1.32,328,0,0,2.0,13.0,2025-04-20T13:00:00Z,90,0,14,0,0,0,0.0,33,0,26094,1,1,0,0.0,3,-1882.0,283.0,2165.0,49.0,False,0.0,33.0
Cole Palmer,MID,Chelsea,3.2,0,0,12,0,14.0,182,0.02,0.1,0.08,0.25,325,1,0,3.8,9.4,2025-04-20T13:00:00Z,90,0,9,0,0,0,0.0,33,0,3943892,1,2,1,15.0,2,-603159.0,14140.0,617299.0,106.0,False,0.0,33.0
Mitoma Kaoru,MID,Brighton,2.5,0,0,17,0,1.4,136,0.01,0.72,0.71,0.32,322,1,1,5.3,29.6,2025-04-19T14:00:00Z,25,0,4,0,0,0,0.0,33,0,725334,0,2,4,22.0,6,-159202.0,3478.0,162680.0,64.0,False,0.0,33.0
Boubakary Soumaré,MID,Leicester,0.5,0,0,15,0,5.8,285,0.0,0.0,0.0,2.57,327,1,0,1.8,10.4,2025-04-20T15:30:00Z,90,0,12,0,0,0,0.0,33,0,33982,1,1,0,2.0,2,-764.0,705.0,1469.0,44.0,True,0.0,33.0
Chris Wood,FWD,Nott'm Forest,3.0,0,2,33,1,13.8,447,0.24,0.36,0.12,1.76,329,0,1,6.9,38.2,2025-04-21T19:00:00Z,75,0,18,0,0,0,0.0,33,0,2751565,1,2,1,17.0,8,-227794.0,42844.0,270638.0,69.0,False,0.0,33.0
Joe Worrall,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,448,0.0,0.0,0.0,0.0,329,0,0,0.0,0.0,2025-04-21T19:00:00Z,0,0,18,0,0,0,0.0,33,0,2197,0,2,1,0.0,0,-4.0,0.0,4.0,45.0,False,0.0,33.0
Jeffrey Schlupp,MID,Crystal Palace,0.0,0,0,0,0,0.0,214,0.0,0.0,0.0,0.0,323,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,3,0,0,0,0.0,33,0,5238,0,0,0,0.0,0,-56.0,0.0,56.0,46.0,True,0.0,33.0
Jeffrey Schlupp,MID,Crystal Palace,0.0,0,0,0,0,0.0,214,0.0,0.0,0.0,0.0,331,0,0,0.0,0.0,2025-04-23T19:00:00Z,0,0,1,0,0,0,0.0,33,0,5238,0,2,2,0.0,0,-56.0,0.0,56.0,46.0,False,0.0,33.0
Milos Kerkez,DEF,Bournemouth,4.0,0,2,30,1,45.2,70,0.07,0.07,0.0,0.37,323,0,0,6.8,19.0,2025-04-19T14:00:00Z,90,0,7,0,0,0,0.0,33,0,1924720,1,0,0,4.0,8,-112841.0,39452.0,152293.0,53.0,False,0.0,33.0
Adrian Mazilu,MID,Brighton,0.0,0,0,0,0,0.0,133,0.0,0.0,0.0,0.0,322,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,4,0,0,0,0.0,33,0,1227,0,2,4,0.0,0,-8.0,0.0,8.0,45.0,False,0.0,33.0
Jason Steele,GK,Brighton,0.0,0,0,0,0,0.0,142,0.0,0.0,0.0,0.0,322,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,4,0,0,0,0.0,33,0,80420,0,2,4,0.0,0,-583.0,343.0,926.0,40.0,False,0.0,33.0
Arijanet Muric,GK,Ipswich,0.0,0,0,0,0,0.0,568,0.0,0.0,0.0,0.0,326,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,1,0,0,0,0.0,33,0,57528,0,4,0,0.0,0,-2950.0,99.0,3049.0,44.0,True,0.0,33.0
Harvey Davies,GK,Liverpool,1.5,0,0,0,0,0.0,669,0.0,0.0,0.0,0.0,327,0,0,0.0,0.0,2025-04-20T15:30:00Z,0,0,11,0,0,0,0.0,33,0,2071,0,1,0,0.0,0,9.0,45.0,36.0,40.0,False,0.0,33.0
Carl Rushworth,GK,Brighton,0.0,0,0,0,0,0.0,615,0.0,0.0,0.0,0.0,322,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,4,0,0,0,0.0,33,0,8357,0,2,4,0.0,0,130.0,412.0,282.0,39.0,False,0.0,33.0
Ibrahim Sangaré,MID,Nott'm Forest,0.7,0,0,0,0,0.0,442,0.0,0.0,0.0,0.0,329,0,0,0.0,0.0,2025-04-21T19:00:00Z,0,0,18,0,0,0,0.0,33,0,143424,0,2,1,0.0,0,-4041.0,2552.0,6593.0,43.0,False,0.0,33.0
Hannibal Mejbri,MID,Man Utd,0.0,0,0,0,0,0.0,373,0.0,0.0,0.0,0.0,328,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,20,0,0,0,0.0,33,0,3463,0,1,0,0.0,0,-14.0,0.0,14.0,45.0,True,0.0,33.0
Brandon Austin,GK,Spurs,-0.5,0,0,0,0,0.0,479,0.0,0.0,0.0,0.0,329,0,0,0.0,0.0,2025-04-21T19:00:00Z,0,0,16,0,0,0,0.0,33,0,49985,0,2,1,0.0,0,-453.0,175.0,628.0,40.0,True,0.0,33.0
Fabian Hürzeler,AM,Brighton,2.0,0,0,0,0,0.0,739,0.0,0.0,0.0,0.0,322,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,4,0,0,0,0.0,33,0,2791,0,2,4,0.0,2,-998.0,50.0,1048.0,11.0,False,0.0,33.0
Conor Coady,DEF,Leicester,-0.5,0,0,10,0,0.8,288,0.0,0.0,0.0,2.57,327,1,0,2.9,24.2,2025-04-20T15:30:00Z,90,0,12,0,0,0,0.0,33,0,35150,1,1,0,4.0,2,-941.0,470.0,1411.0,40.0,True,0.0,33.0
Wes Foderingham,GK,West Ham,0.5,0,0,0,0,0.0,522,0.0,0.0,0.0,0.0,330,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,17,0,0,0,0.0,33,0,14906,0,1,1,0.0,0,-17.0,110.0,127.0,42.0,True,0.0,33.0
Armando Broja,FWD,Everton,1.0,0,0,4,1,0.3,156,0.0,0.0,0.0,0.23,324,0,0,0.1,1.0,2025-04-19T14:00:00Z,62,0,13,0,0,0,0.0,33,0,6477,1,2,0,0.0,2,245.0,410.0,165.0,53.0,True,0.0,33.0
Adam Webster,DEF,Brighton,0.0,0,0,0,0,0.0,147,0.0,0.0,0.0,0.0,322,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,4,0,0,0,0.0,33,0,9554,0,2,4,0.0,0,-647.0,24.0,671.0,43.0,False,0.0,33.0
Thomas Partey,MID,Arsenal,8.1,0,0,0,0,0.0,20,0.0,0.0,0.0,0.0,326,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,10,0,0,0,0.0,33,0,91445,0,4,0,0.0,0,7744.0,9584.0,1840.0,49.0,False,0.0,33.0
Thomas Partey,MID,Arsenal,8.1,0,0,15,0,3.8,20,0.02,0.02,0.0,1.75,331,2,0,1.8,13.8,2025-04-23T19:00:00Z,90,0,7,0,0,0,0.0,33,0,91445,1,2,2,0.0,2,7744.0,9584.0,1840.0,49.0,True,0.0,33.0
Harry Wilson,MID,Fulham,0.2,0,0,6,0,0.5,259,0.01,0.01,0.0,0.17,325,2,0,0.3,2.2,2025-04-20T13:00:00Z,11,0,6,0,0,0,0.0,33,0,23154,0,2,1,0.0,1,-295.0,61.0,356.0,52.0,True,0.0,33.0
Mathis Amougou,MID,Chelsea,0.0,0,0,0,0,0.0,771,0.0,0.0,0.0,0.0,325,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,9,0,0,0,0.0,33,0,322,0,2,1,0.0,0,-3.0,18.0,21.0,45.0,False,0.0,33.0
Kasey McAteer,MID,Leicester,-1.0,0,0,0,0,0.0,299,0.0,0.0,0.0,0.0,327,0,0,0.0,0.0,2025-04-20T15:30:00Z,0,0,12,0,0,0,0.0,33,0,4284,0,1,0,0.0,0,-40.0,24.0,64.0,47.0,True,0.0,33.0
Curtis Jones,MID,Liverpool,3.7,0,0,2,0,0.1,324,0.0,0.0,0.0,0.05,327,0,0,0.0,0.0,2025-04-20T15:30:00Z,1,0,11,0,0,0,0.0,33,0,28927,0,1,0,0.0,1,-220.0,573.0,793.0,53.0,False,0.0,33.0
Wes Burns,MID,Ipswich,0.0,0,0,0,0,0.0,264,0.0,0.0,0.0,0.0,326,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,1,0,0,0,0.0,33,0,3222,0,4,0,0.0,0,-51.0,10.0,61.0,47.0,True,0.0,33.0
Treymaurice Nyoni,MID,Liverpool,1.5,0,0,0,0,0.0,688,0.0,0.0,0.0,0.0,327,0,0,0.0,0.0,2025-04-20T15:30:00Z,0,0,11,0,0,0,0.0,33,0,533,0,1,0,0.0,0,1.0,19.0,18.0,45.0,False,0.0,33.0
Gustavo Nunes Fernandes Gomes,MID,Brentford,0.5,0,0,3,0,0.0,634,0.0,0.0,0.0,0.0,322,0,0,0.0,0.0,2025-04-19T14:00:00Z,1,0,5,0,0,0,0.0,33,0,336,0,2,4,0.0,1,11.0,21.0,10.0,49.0,True,0.0,33.0
Yunus Emre Konak,MID,Brentford,0.2,0,0,2,0,0.5,97,0.0,0.0,0.0,0.07,322,0,0,0.0,0.0,2025-04-19T14:00:00Z,19,0,5,0,0,0,0.0,33,0,6581,0,2,4,0.0,1,-42.0,53.0,95.0,44.0,True,0.0,33.0
Max Kilman,DEF,West Ham,1.7,0,0,9,0,0.6,524,0.01,0.01,0.0,0.64,330,1,0,3.0,29.8,2025-04-19T14:00:00Z,90,0,17,0,0,0,0.0,33,0,165621,1,1,1,0.0,1,19048.0,22420.0,3372.0,43.0,True,1.0,33.0
Deniz Undav,FWD,Brighton,0.0,0,0,0,0,0.0,143,0.0,0.0,0.0,0.0,322,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,4,0,0,0,0.0,33,0,474,0,2,4,0.0,0,0.0,0.0,0.0,55.0,False,0.0,33.0
Alex Murphy,DEF,Newcastle,0.0,0,0,0,0,0.0,390,0.0,0.0,0.0,0.0,321,0,0,0.0,0.0,2025-04-19T16:30:00Z,0,0,2,0,0,0,0.0,33,0,58929,0,1,4,0.0,0,-731.0,0.0,731.0,40.0,False,0.0,33.0
George Edmundson,DEF,Ipswich,0.0,0,0,0,0,0.0,269,0.0,0.0,0.0,0.0,326,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,1,0,0,0,0.0,33,0,6221,0,4,0,0.0,0,-46.0,0.0,46.0,40.0,True,0.0,33.0
Vitor de Oliveira Nunes dos Reis,DEF,Man City,1.4,0,0,0,0,0.0,733,0.0,0.0,0.0,0.0,324,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,8,0,0,0,0.0,33,0,1682,0,2,0,0.0,0,116.0,237.0,121.0,45.0,False,0.0,33.0
Vitor de Oliveira Nunes dos Reis,DEF,Man City,1.4,0,0,0,0,0.0,733,0.0,0.0,0.0,0.0,336,0,0,0.0,0.0,2025-04-22T19:00:00Z,0,0,2,0,0,0,0.0,33,0,1682,0,1,2,0.0,0,116.0,237.0,121.0,45.0,True,0.0,33.0
Sávio 'Savinho' Moreira de Oliveira,MID,Man City,6.2,0,0,14,1,18.6,571,0.1,0.19,0.09,0.87,324,0,0,5.1,11.0,2025-04-19T14:00:00Z,77,0,8,0,0,0,0.0,33,0,408356,1,2,0,21.0,3,-2514.0,48892.0,51406.0,62.0,False,0.0,33.0
Sávio 'Savinho' Moreira de Oliveira,MID,Man City,6.2,0,0,0,0,0.0,571,0.0,0.0,0.0,0.0,336,0,0,0.0,0.0,2025-04-22T19:00:00Z,0,0,2,0,0,0,0.0,33,0,408356,0,1,2,0.0,0,-2514.0,48892.0,51406.0,62.0,True,0.0,33.0
Emerson Palmieri dos Santos,DEF,West Ham,3.0,0,2,24,1,3.3,520,0.03,0.14,0.11,0.37,330,0,0,1.7,6.6,2025-04-19T14:00:00Z,79,0,17,0,0,0,0.0,33,0,63880,1,1,1,7.0,8,873.0,2620.0,1747.0,44.0,True,0.0,33.0
Abdoulaye Doucouré,MID,Everton,3.5,0,0,10,0,2.4,217,0.02,0.17,0.15,2.04,324,2,0,4.4,9.4,2025-04-19T14:00:00Z,90,0,13,0,0,0,0.0,33,0,38188,1,2,0,32.0,2,-424.0,3663.0,4087.0,51.0,True,0.0,33.0
Alfie Pond,DEF,Wolves,0.0,0,0,0,0,0.0,664,0.0,0.0,0.0,0.0,328,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,14,0,0,0,0.0,33,0,87815,0,1,0,0.0,0,-1666.0,654.0,2320.0,39.0,False,0.0,33.0
José Malheiro de Sá,GK,Wolves,2.0,0,0,0,0,0.0,554,0.0,0.0,0.0,0.0,328,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,14,0,0,0,0.0,33,0,320827,0,1,0,0.0,0,-9534.0,5349.0,14883.0,44.0,False,0.0,33.0
Woyo Coulibaly,DEF,Leicester,-1.5,0,0,0,0,0.0,726,0.0,0.0,0.0,0.0,327,0,0,0.0,0.0,2025-04-20T15:30:00Z,0,0,12,0,0,0,0.0,33,0,2107,0,1,0,0.0,0,-87.0,74.0,161.0,40.0,True,0.0,33.0
Alexander Isak,FWD,Newcastle,5.1,0,0,7,0,12.2,401,0.01,0.06,0.05,2.11,321,4,0,4.4,5.2,2025-04-19T16:30:00Z,75,0,2,0,0,0,0.0,33,0,6698831,1,1,4,27.0,2,-225954.0,75913.0,301867.0,95.0,False,0.0,33.0
Yves Bissouma,MID,Spurs,-0.3,0,0,0,0,0.0,482,0.0,0.0,0.0,0.0,329,0,0,0.0,0.0,2025-04-21T19:00:00Z,0,0,16,0,0,0,0.0,33,0,27216,0,2,1,0.0,0,-224.0,134.0,358.0,48.0,True,0.0,33.0
Conor Gallagher,MID,Chelsea,0.0,0,0,0,0,0.0,169,0.0,0.0,0.0,0.0,325,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,9,0,0,0,0.0,33,0,14851,0,2,1,0.0,0,-8.0,0.0,8.0,59.0,False,0.0,33.0
Philip Billing,MID,Bournemouth,0.0,0,0,0,0,0.0,76,0.0,0.0,0.0,0.0,323,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,7,0,0,0,0.0,33,0,4069,0,0,0,0.0,0,-21.0,0.0,21.0,48.0,False,0.0,33.0
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,0.0,0,0,0,0,0.0,548,0.0,0.0,0.0,0.0,328,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,14,0,0,0,0.0,33,0,10338,0,1,0,0.0,0,-214.0,98.0,312.0,53.0,False,0.0,33.0
Brajan Gruda,MID,Brighton,1.0,0,0,0,0,0.0,595,0.0,0.0,0.0,0.0,322,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,4,0,0,0,0.0,33,0,2962,0,2,4,0.0,0,-41.0,36.0,77.0,54.0,False,0.0,33.0
Rodrigo 'Rodri' Hernandez,MID,Man City,0.0,0,0,0,0,0.0,360,0.0,0.0,0.0,0.0,324,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,8,0,0,0,0.0,33,0,86535,0,2,0,0.0,0,-72.0,69.0,141.0,62.0,False,0.0,33.0
Rodrigo 'Rodri' Hernandez,MID,Man City,0.0,0,0,0,0,0.0,360,0.0,0.0,0.0,0.0,336,0,0,0.0,0.0,2025-04-22T19:00:00Z,0,0,2,0,0,0,0.0,33,0,86535,0,1,2,0.0,0,-72.0,69.0,141.0,62.0,True,0.0,33.0
Đorđe Petrović,GK,Chelsea,0.0,0,0,0,0,0.0,183,0.0,0.0,0.0,0.0,325,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,9,0,0,0,0.0,33,0,17119,0,2,1,0.0,0,-51.0,0.0,51.0,44.0,False,0.0,33.0
Justin Devenny,MID,Crystal Palace,1.0,0,0,3,0,0.1,645,0.0,0.0,0.0,0.02,323,0,0,0.2,2.0,2025-04-19T14:00:00Z,1,0,3,0,0,0,0.0,33,0,9679,0,0,0,0.0,1,-139.0,220.0,359.0,45.0,True,0.0,33.0
Justin Devenny,MID,Crystal Palace,1.0,0,0,2,0,3.8,645,0.01,0.15,0.14,1.12,331,2,0,2.7,4.6,2025-04-23T19:00:00Z,79,0,1,0,0,0,0.0,33,0,9679,1,2,2,19.0,1,-139.0,220.0,359.0,45.0,False,1.0,33.0
Craig Dawson,DEF,Wolves,0.0,0,0,0,0,0.0,542,0.0,0.0,0.0,0.0,328,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,14,0,0,0,0.0,33,0,14722,0,1,0,0.0,0,-102.0,72.0,174.0,42.0,False,0.0,33.0
Jordan Ayew,MID,Leicester,-1.3,0,0,0,0,0.0,192,0.0,0.0,0.0,0.0,327,0,0,0.0,0.0,2025-04-20T15:30:00Z,0,0,12,0,0,0,0.0,33,0,17660,0,1,0,0.0,0,-391.0,48.0,439.0,51.0,True,0.0,33.0
Marcos Senesi,DEF,Bournemouth,0.5,0,0,0,0,0.0,79,0.0,0.0,0.0,0.0,323,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,7,0,0,0,0.0,33,0,32390,0,0,0,0.0,0,324.0,835.0,511.0,46.0,False,0.0,33.0
Genesis Antwi,DEF,Chelsea,0.0,0,0,0,0,0.0,787,0.0,0.0,0.0,0.0,325,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,9,0,0,0,0.0,33,0,259,0,2,1,0.0,0,11.0,28.0,17.0,40.0,False,0.0,33.0
Kiernan Dewsbury-Hall,MID,Chelsea,0.5,0,0,0,0,0.0,166,0.0,0.0,0.0,0.0,325,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,9,0,0,0,0.0,33,0,12660,0,2,1,0.0,0,-30.0,62.0,92.0,55.0,False,0.0,33.0
Kaine Kesler-Hayden,DEF,Aston Villa,0.0,0,0,0,0,0.0,43,0.0,0.0,0.0,0.0,321,0,0,0.0,0.0,2025-04-19T16:30:00Z,0,0,15,0,0,0,0.0,33,0,884,0,1,4,0.0,0,-3.0,0.0,3.0,40.0,True,0.0,33.0
Kaine Kesler-Hayden,DEF,Aston Villa,0.0,0,0,0,0,0.0,43,0.0,0.0,0.0,0.0,336,0,0,0.0,0.0,2025-04-22T19:00:00Z,0,0,13,0,0,0,0.0,33,0,884,0,1,2,0.0,0,-3.0,0.0,3.0,40.0,False,0.0,33.0
João Cavaco Cancelo,DEF,Man City,0.0,0,0,0,0,0.0,353,0.0,0.0,0.0,0.0,324,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,8,0,0,0,0.0,33,0,22212,0,2,0,0.0,0,-30.0,0.0,30.0,53.0,False,0.0,33.0
